run_id,seed,network_type,N,avg_degree,T,alpha,theta,beta,beneficiary_rule,init_frac_coop,converged,iters_to_conv,final_frac_coop
HRG_T1.40_a0.50_s2,2,HRG,1000,4.0,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.155
HRG_T1.40_a0.50_s3,3,HRG,1000,4.0,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.156
HRG_T1.40_a0.50_s4,4,HRG,1000,3.998,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.139
HRG_T1.40_a0.70_s0,0,HRG,1000,3.998,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.244
HRG_T1.40_a0.70_s1,1,HRG,1000,3.998,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.25
HRG_T1.40_a0.70_s2,2,HRG,1000,4.0,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.285
HRG_T1.40_a0.70_s3,3,HRG,1000,4.0,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.276
HRG_T1.40_a0.70_s4,4,HRG,1000,3.998,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.272
HRG_T1.40_a0.90_s0,0,HRG,1000,3.998,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.49
HRG_T1.40_a0.90_s1,1,HRG,1000,3.998,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.569
HRG_T1.40_a0.90_s2,2,HRG,1000,4.0,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.541
HRG_T1.40_a0.90_s3,3,HRG,1000,4.0,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.537
HRG_T1.40_a0.90_s4,4,HRG,1000,3.998,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.519
HRG_T1.50_a0.00_s0,0,HRG,1000,3.998,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.033
HRG_T1.50_a0.00_s1,1,HRG,1000,3.998,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.029
HRG_T1.50_a0.00_s2,2,HRG,1000,4.0,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.043
HRG_T1.50_a0.00_s3,3,HRG,1000,4.0,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.03
HRG_T1.50_a0.00_s4,4,HRG,1000,3.998,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.046
HRG_T1.50_a0.30_s0,0,HRG,1000,3.998,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.046
HRG_T1.50_a0.30_s1,1,HRG,1000,3.998,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.074
HRG_T1.50_a0.30_s2,2,HRG,1000,4.0,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.078
HRG_T1.50_a0.30_s3,3,HRG,1000,4.0,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.057
HRG_T1.50_a0.30_s4,4,HRG,1000,3.998,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.057
HRG_T1.50_a0.50_s0,0,HRG,1000,3.998,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.09
HRG_T1.50_a0.50_s1,1,HRG,1000,3.998,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.117
HRG_T1.50_a0.50_s2,2,HRG,1000,4.0,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.135
HRG_T1.50_a0.50_s3,3,HRG,1000,4.0,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.138
HRG_T1.50_a0.50_s4,4,HRG,1000,3.998,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.107
HRG_T1.50_a0.70_s0,0,HRG,1000,3.998,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.19
HRG_T1.50_a0.70_s1,1,HRG,1000,3.998,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.212
HRG_T1.50_a0.70_s2,2,HRG,1000,4.0,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.25
HRG_T1.50_a0.70_s3,3,HRG,1000,4.0,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.274
HRG_T1.50_a0.70_s4,4,HRG,1000,3.998,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.2
HRG_T1.50_a0.90_s0,0,HRG,1000,3.998,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.481
HRG_T1.50_a0.90_s1,1,HRG,1000,3.998,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.549
HRG_T1.50_a0.90_s2,2,HRG,1000,4.0,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.531
HRG_T1.50_a0.90_s3,3,HRG,1000,4.0,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.521
HRG_T1.50_a0.90_s4,4,HRG,1000,3.998,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.506
PAG_T1.10_a0.00_s0,0,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.525
PAG_T1.10_a0.00_s1,1,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.661
PAG_T1.10_a0.00_s2,2,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.555
PAG_T1.10_a0.00_s3,3,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.578
PAG_T1.10_a0.00_s4,4,PAG,1000,3.994,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.57
PAG_T1.10_a0.30_s0,0,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.517
PAG_T1.10_a0.30_s1,1,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.683
PAG_T1.10_a0.30_s2,2,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.587
PAG_T1.10_a0.30_s3,3,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.61
PAG_T1.10_a0.30_s4,4,PAG,1000,3.994,1.1,0.3,1.0,1.0,nearest,0.5,False,10000,0.596
PAG_T1.10_a0.50_s0,0,PAG,1000,3.994,1.1,0.5,1.0,1.0,nearest,0.5,False,10000,0.539
PAG_T1.10_a0.50_s1,1,PAG,1000,3.994,1.1,0.5,1.0,1.0,nearest,0.5,False,10000,0.694
PAG_T1.10_a0.50_s2,2,PAG,1000,3.994,1.1,0.5,1.0,1.0,nearest,0.5,False,10000,0.623
PAG_T1.10_a0.50_s3,3,PAG,1000,3.994,1.1,0.5,1.0,1.0,nearest,0.5,False,10000,0.636
PAG_T1.10_a0.50_s4,4,PAG,1000,3.994,1.1,0.5,1.0,1.0,nearest,0.5,False,10000,0.585
PAG_T1.10_a0.70_s0,0,PAG,1000,3.994,1.1,0.7,1.0,1.0,nearest,0.5,False,10000,0.556
PAG_T1.10_a0.70_s1,1,PAG,1000,3.994,1.1,0.7,1.0,1.0,nearest,0.5,False,10000,0.708
PAG_T1.10_a0.70_s2,2,PAG,1000,3.994,1.1,0.7,1.0,1.0,nearest,0.5,False,10000,0.628
PAG_T1.10_a0.70_s3,3,PAG,1000,3.994,1.1,0.7,1.0,1.0,nearest,0.5,False,10000,0.595
PAG_T1.10_a0.70_s4,4,PAG,1000,3.994,1.1,0.7,1.0,1.0,nearest,0.5,False,10000,0.617
PAG_T1.10_a0.90_s0,0,PAG,1000,3.994,1.1,0.9,1.0,1.0,nearest,0.5,False,10000,0.554
PAG_T1.10_a0.90_s1,1,PAG,1000,3.994,1.1,0.9,1.0,1.0,nearest,0.5,False,10000,0.737
PAG_T1.10_a0.90_s2,2,PAG,1000,3.994,1.1,0.9,1.0,1.0,nearest,0.5,False,10000,0.674
PAG_T1.10_a0.90_s3,3,PAG,1000,3.994,1.1,0.9,1.0,1.0,nearest,0.5,False,10000,0.618
PAG_T1.10_a0.90_s4,4,PAG,1000,3.994,1.1,0.9,1.0,1.0,nearest,0.5,False,10000,0.596
PAG_T1.20_a0.00_s0,0,PAG,1000,3.994,1.2,0.0,1.0,1.0,nearest,0.5,False,10000,0.388
PAG_T1.20_a0.00_s1,1,PAG,1000,3.994,1.2,0.0,1.0,1.0,nearest,0.5,False,10000,0.535
PAG_T1.20_a0.00_s2,2,PAG,1000,3.994,1.2,0.0,1.0,1.0,nearest,0.5,False,10000,0.483
PAG_T1.20_a0.00_s3,3,PAG,1000,3.994,1.2,0.0,1.0,1.0,nearest,0.5,False,10000,0.523
PAG_T1.20_a0.00_s4,4,PAG,1000,3.994,1.2,0.0,1.0,1.0,nearest,0.5,False,10000,0.431
PAG_T1.20_a0.30_s0,0,PAG,1000,3.994,1.2,0.3,1.0,1.0,nearest,0.5,False,10000,0.448
PAG_T1.20_a0.30_s1,1,PAG,1000,3.994,1.2,0.3,1.0,1.0,nearest,0.5,False,10000,0.628
PAG_T1.20_a0.30_s2,2,PAG,1000,3.994,1.2,0.3,1.0,1.0,nearest,0.5,False,10000,0.512
PAG_T1.20_a0.30_s3,3,PAG,1000,3.994,1.2,0.3,1.0,1.0,nearest,0.5,False,10000,0.537
PAG_T1.20_a0.30_s4,4,PAG,1000,3.994,1.2,0.3,1.0,1.0,nearest,0.5,False,10000,0.508
PAG_T1.20_a0.50_s0,0,PAG,1000,3.994,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.481
PAG_T1.20_a0.50_s1,1,PAG,1000,3.994,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.661
PAG_T1.20_a0.50_s2,2,PAG,1000,3.994,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.547
PAG_T1.20_a0.50_s3,3,PAG,1000,3.994,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.531
PAG_T1.20_a0.50_s4,4,PAG,1000,3.994,1.2,0.5,1.0,1.0,nearest,0.5,False,10000,0.541
PAG_T1.20_a0.70_s0,0,PAG,1000,3.994,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.497
PAG_T1.20_a0.70_s1,1,PAG,1000,3.994,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.693
PAG_T1.20_a0.70_s2,2,PAG,1000,3.994,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.59
PAG_T1.20_a0.70_s3,3,PAG,1000,3.994,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.572
PAG_T1.20_a0.70_s4,4,PAG,1000,3.994,1.2,0.7,1.0,1.0,nearest,0.5,False,10000,0.595
PAG_T1.20_a0.90_s0,0,PAG,1000,3.994,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.53
PAG_T1.20_a0.90_s1,1,PAG,1000,3.994,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.735
PAG_T1.20_a0.90_s2,2,PAG,1000,3.994,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.629
PAG_T1.20_a0.90_s3,3,PAG,1000,3.994,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.579
PAG_T1.20_a0.90_s4,4,PAG,1000,3.994,1.2,0.9,1.0,1.0,nearest,0.5,False,10000,0.58
PAG_T1.30_a0.00_s0,0,PAG,1000,3.994,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.31
PAG_T1.30_a0.00_s1,1,PAG,1000,3.994,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.44
PAG_T1.30_a0.00_s2,2,PAG,1000,3.994,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.389
PAG_T1.30_a0.00_s3,3,PAG,1000,3.994,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.417
PAG_T1.30_a0.00_s4,4,PAG,1000,3.994,1.3,0.0,1.0,1.0,nearest,0.5,False,10000,0.35
PAG_T1.30_a0.30_s0,0,PAG,1000,3.994,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.332
PAG_T1.30_a0.30_s1,1,PAG,1000,3.994,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.516
PAG_T1.30_a0.30_s2,2,PAG,1000,3.994,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.433
PAG_T1.30_a0.30_s3,3,PAG,1000,3.994,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.478
PAG_T1.30_a0.30_s4,4,PAG,1000,3.994,1.3,0.3,1.0,1.0,nearest,0.5,False,10000,0.434
PAG_T1.30_a0.50_s0,0,PAG,1000,3.994,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.434
PAG_T1.30_a0.50_s1,1,PAG,1000,3.994,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.592
PAG_T1.30_a0.50_s2,2,PAG,1000,3.994,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.494
PAG_T1.30_a0.50_s3,3,PAG,1000,3.994,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.504
PAG_T1.30_a0.50_s4,4,PAG,1000,3.994,1.3,0.5,1.0,1.0,nearest,0.5,False,10000,0.469
PAG_T1.30_a0.70_s0,0,PAG,1000,3.994,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.455
PAG_T1.30_a0.70_s1,1,PAG,1000,3.994,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.676
PAG_T1.30_a0.70_s2,2,PAG,1000,3.994,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.565
PAG_T1.30_a0.70_s3,3,PAG,1000,3.994,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.526
PAG_T1.30_a0.70_s4,4,PAG,1000,3.994,1.3,0.7,1.0,1.0,nearest,0.5,False,10000,0.566
PAG_T1.30_a0.90_s0,0,PAG,1000,3.994,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.541
PAG_T1.30_a0.90_s1,1,PAG,1000,3.994,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.726
PAG_T1.30_a0.90_s2,2,PAG,1000,3.994,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.625
PAG_T1.30_a0.90_s3,3,PAG,1000,3.994,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.564
PAG_T1.30_a0.90_s4,4,PAG,1000,3.994,1.3,0.9,1.0,1.0,nearest,0.5,False,10000,0.574
PAG_T1.40_a0.00_s0,0,PAG,1000,3.994,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.196
PAG_T1.40_a0.00_s1,1,PAG,1000,3.994,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.35
PAG_T1.40_a0.00_s2,2,PAG,1000,3.994,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.316
PAG_T1.40_a0.00_s3,3,PAG,1000,3.994,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.335
PAG_T1.40_a0.00_s4,4,PAG,1000,3.994,1.4,0.0,1.0,1.0,nearest,0.5,False,10000,0.291
PAG_T1.40_a0.30_s0,0,PAG,1000,3.994,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.245
PAG_T1.40_a0.30_s1,1,PAG,1000,3.994,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.459
PAG_T1.40_a0.30_s2,2,PAG,1000,3.994,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.391
PAG_T1.40_a0.30_s3,3,PAG,1000,3.994,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.423
PAG_T1.40_a0.30_s4,4,PAG,1000,3.994,1.4,0.3,1.0,1.0,nearest,0.5,False,10000,0.347
PAG_T1.40_a0.50_s0,0,PAG,1000,3.994,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.292
PAG_T1.40_a0.50_s1,1,PAG,1000,3.994,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.536
PAG_T1.40_a0.50_s2,2,PAG,1000,3.994,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.442
PAG_T1.40_a0.50_s3,3,PAG,1000,3.994,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.46
PAG_T1.40_a0.50_s4,4,PAG,1000,3.994,1.4,0.5,1.0,1.0,nearest,0.5,False,10000,0.412
PAG_T1.40_a0.70_s0,0,PAG,1000,3.994,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.334
PAG_T1.40_a0.70_s1,1,PAG,1000,3.994,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.64
PAG_T1.40_a0.70_s2,2,PAG,1000,3.994,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.545
PAG_T1.40_a0.70_s3,3,PAG,1000,3.994,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.511
PAG_T1.40_a0.70_s4,4,PAG,1000,3.994,1.4,0.7,1.0,1.0,nearest,0.5,False,10000,0.536
PAG_T1.40_a0.90_s0,0,PAG,1000,3.994,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.444
PAG_T1.40_a0.90_s1,1,PAG,1000,3.994,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.708
PAG_T1.40_a0.90_s2,2,PAG,1000,3.994,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.625
PAG_T1.40_a0.90_s3,3,PAG,1000,3.994,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.563
PAG_T1.40_a0.90_s4,4,PAG,1000,3.994,1.4,0.9,1.0,1.0,nearest,0.5,False,10000,0.571
PAG_T1.50_a0.00_s0,0,PAG,1000,3.994,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.138
PAG_T1.50_a0.00_s1,1,PAG,1000,3.994,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.226
PAG_T1.50_a0.00_s2,2,PAG,1000,3.994,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.202
PAG_T1.50_a0.00_s3,3,PAG,1000,3.994,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.212
PAG_T1.50_a0.00_s4,4,PAG,1000,3.994,1.5,0.0,1.0,1.0,nearest,0.5,False,10000,0.157
PAG_T1.50_a0.30_s0,0,PAG,1000,3.994,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.178
PAG_T1.50_a0.30_s1,1,PAG,1000,3.994,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.393
PAG_T1.50_a0.30_s2,2,PAG,1000,3.994,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.321
PAG_T1.50_a0.30_s3,3,PAG,1000,3.994,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.351
PAG_T1.50_a0.30_s4,4,PAG,1000,3.994,1.5,0.3,1.0,1.0,nearest,0.5,False,10000,0.294
PAG_T1.50_a0.50_s0,0,PAG,1000,3.994,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.239
PAG_T1.50_a0.50_s1,1,PAG,1000,3.994,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.475
PAG_T1.50_a0.50_s2,2,PAG,1000,3.994,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.408
PAG_T1.50_a0.50_s3,3,PAG,1000,3.994,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.43
PAG_T1.50_a0.50_s4,4,PAG,1000,3.994,1.5,0.5,1.0,1.0,nearest,0.5,False,10000,0.378
PAG_T1.50_a0.70_s0,0,PAG,1000,3.994,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.313
PAG_T1.50_a0.70_s1,1,PAG,1000,3.994,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.617
PAG_T1.50_a0.70_s2,2,PAG,1000,3.994,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.507
PAG_T1.50_a0.70_s3,3,PAG,1000,3.994,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.501
PAG_T1.50_a0.70_s4,4,PAG,1000,3.994,1.5,0.7,1.0,1.0,nearest,0.5,False,10000,0.459
PAG_T1.50_a0.90_s0,0,PAG,1000,3.994,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.44
PAG_T1.50_a0.90_s1,1,PAG,1000,3.994,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.7
PAG_T1.50_a0.90_s2,2,PAG,1000,3.994,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.625
PAG_T1.50_a0.90_s3,3,PAG,1000,3.994,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.554
PAG_T1.50_a0.90_s4,4,PAG,1000,3.994,1.5,0.9,1.0,1.0,nearest,0.5,False,10000,0.543
HRG_T1.10_a0.00_s0,0,HRG,1000,3.998,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.207
HRG_T1.10_a0.00_s1,1,HRG,1000,3.998,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.232
HRG_T1.10_a0.00_s2,2,HRG,1000,4.0,1.1,0.0,1.0,1.0,nearest,0.5,False,10000,0.233
